疾病通路的编号,疾病名称,通路名称,时序切片,基因名称,基因ID,基因链接
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated ERBB4 to NRG-ERBB4-PI3K signaling pathway,4,NRG4,145957,https://www.kegg.jp/entry/hsa:145957
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated ERBB4 to NRG-ERBB4-PI3K signaling pathway,5,ERBB4,2066,https://www.kegg.jp/entry/hsa:2066
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,1,TARDBP,23435,https://www.kegg.jp/entry/hsa:23435
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,2,ND1,4535,https://www.kegg.jp/entry/hsa:4535
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,3,ND2,4536,https://www.kegg.jp/entry/hsa:4536
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,4,ND3,4537,https://www.kegg.jp/entry/hsa:4537
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,5,ND4,4538,https://www.kegg.jp/entry/hsa:4538
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,6,ND5,4540,https://www.kegg.jp/entry/hsa:4540
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,7,ND6,4541,https://www.kegg.jp/entry/hsa:4541
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,8,NDUFS1,4719,https://www.kegg.jp/entry/hsa:4719
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,9,NDUFS2,4720,https://www.kegg.jp/entry/hsa:4720
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,10,NDUFS3,4722,https://www.kegg.jp/entry/hsa:4722
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,11,NDUFS4,4724,https://www.kegg.jp/entry/hsa:4724
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,12,NDUFS5,4725,https://www.kegg.jp/entry/hsa:4725
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,13,NDUFS6,4726,https://www.kegg.jp/entry/hsa:4726
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,14,NDUFS7,374291,https://www.kegg.jp/entry/hsa:374291
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,15,NDUFS8,4728,https://www.kegg.jp/entry/hsa:4728
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,16,NDUFV1,4723,https://www.kegg.jp/entry/hsa:4723
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,17,NDUFV2,4729,https://www.kegg.jp/entry/hsa:4729
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,18,NDUFV3,4731,https://www.kegg.jp/entry/hsa:4731
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,19,NDUFA1,4694,https://www.kegg.jp/entry/hsa:4694
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,20,NDUFA2,4695,https://www.kegg.jp/entry/hsa:4695
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,21,NDUFA3,4696,https://www.kegg.jp/entry/hsa:4696
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,22,NDUFA4,4697,https://www.kegg.jp/entry/hsa:4697
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,23,NDUFA5,4698,https://www.kegg.jp/entry/hsa:4698
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,24,NDUFA6,4700,https://www.kegg.jp/entry/hsa:4700
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,25,NDUFA7,4701,https://www.kegg.jp/entry/hsa:4701
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,26,NDUFA8,4702,https://www.kegg.jp/entry/hsa:4702
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,27,NDUFA9,4704,https://www.kegg.jp/entry/hsa:4704
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,28,NDUFA10,4705,https://www.kegg.jp/entry/hsa:4705
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,29,NDUFAB1,4706,https://www.kegg.jp/entry/hsa:4706
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,30,NDUFA11,126328,https://www.kegg.jp/entry/hsa:126328
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,31,NDUFA12,55967,https://www.kegg.jp/entry/hsa:55967
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,32,NDUFA13,51079,https://www.kegg.jp/entry/hsa:51079
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,33,NDUFB1,4707,https://www.kegg.jp/entry/hsa:4707
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,34,NDUFB2,4708,https://www.kegg.jp/entry/hsa:4708
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,35,NDUFB3,4709,https://www.kegg.jp/entry/hsa:4709
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,36,NDUFB4,4710,https://www.kegg.jp/entry/hsa:4710
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,37,NDUFB5,4711,https://www.kegg.jp/entry/hsa:4711
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,38,NDUFB6,4712,https://www.kegg.jp/entry/hsa:4712
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,39,NDUFB7,4713,https://www.kegg.jp/entry/hsa:4713
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,40,NDUFB8,4714,https://www.kegg.jp/entry/hsa:4714
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,41,NDUFB9,4715,https://www.kegg.jp/entry/hsa:4715
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,42,NDUFB10,4716,https://www.kegg.jp/entry/hsa:4716
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,43,NDUFB11,54539,https://www.kegg.jp/entry/hsa:54539
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,44,NDUFC1,4717,https://www.kegg.jp/entry/hsa:4717
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,45,NDUFC2,4718,https://www.kegg.jp/entry/hsa:4718
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,1,SOD1,6647,https://www.kegg.jp/entry/hsa:6647
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,2,DCTN1,1639,https://www.kegg.jp/entry/hsa:1639
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,3,DCTN2,10540,https://www.kegg.jp/entry/hsa:10540
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,4,DCTN3,11258,https://www.kegg.jp/entry/hsa:11258
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,5,DCTN4,51164,https://www.kegg.jp/entry/hsa:51164
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,6,DCTN5,84516,https://www.kegg.jp/entry/hsa:84516
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,7,DCTN6,10671,https://www.kegg.jp/entry/hsa:10671
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,8,ACTR1A,10121,https://www.kegg.jp/entry/hsa:10121
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,9,ACTR1B,10120,https://www.kegg.jp/entry/hsa:10120
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,10,ACTR10,55860,https://www.kegg.jp/entry/hsa:55860
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,11,DNAH1,25981,https://www.kegg.jp/entry/hsa:25981
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,12,DNAH2,146754,https://www.kegg.jp/entry/hsa:146754
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,13,DNAH3,55567,https://www.kegg.jp/entry/hsa:55567
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,14,DNAH5,1767,https://www.kegg.jp/entry/hsa:1767
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,15,DNAH6,1768,https://www.kegg.jp/entry/hsa:1768
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,16,DNAH7,56171,https://www.kegg.jp/entry/hsa:56171
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,17,DNAH8,1769,https://www.kegg.jp/entry/hsa:1769
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,18,DNAH9,1770,https://www.kegg.jp/entry/hsa:1770
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,19,DNAH10,196385,https://www.kegg.jp/entry/hsa:196385
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,20,DNAH11,8701,https://www.kegg.jp/entry/hsa:8701
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,21,DNAH12,201625,https://www.kegg.jp/entry/hsa:201625
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,22,DNAH17,8632,https://www.kegg.jp/entry/hsa:8632
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,23,DNAI1,27019,https://www.kegg.jp/entry/hsa:27019
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,24,DNAI2,64446,https://www.kegg.jp/entry/hsa:64446
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,25,DNALI1,7802,https://www.kegg.jp/entry/hsa:7802
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,26,DNAL1,83544,https://www.kegg.jp/entry/hsa:83544
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,27,DNAL4,10126,https://www.kegg.jp/entry/hsa:10126
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,1,DCTN1,1639,https://www.kegg.jp/entry/hsa:1639
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,2,TUBA1A,7846,https://www.kegg.jp/entry/hsa:7846
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,3,TUBA1B,10376,https://www.kegg.jp/entry/hsa:10376
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,4,TUBA1C,84790,https://www.kegg.jp/entry/hsa:84790
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,5,TUBA3C,7278,https://www.kegg.jp/entry/hsa:7278
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,6,TUBA3D,113457,https://www.kegg.jp/entry/hsa:113457
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,7,TUBA3E,112714,https://www.kegg.jp/entry/hsa:112714
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,8,TUBA4A,7277,https://www.kegg.jp/entry/hsa:7277
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,9,TUBA8,51807,https://www.kegg.jp/entry/hsa:51807
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,10,TUBB,203068,https://www.kegg.jp/entry/hsa:203068
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,11,TUBB1,81027,https://www.kegg.jp/entry/hsa:81027
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,12,TUBB2A,7280,https://www.kegg.jp/entry/hsa:7280
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,13,TUBB2B,347733,https://www.kegg.jp/entry/hsa:347733
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,14,TUBB3,10381,https://www.kegg.jp/entry/hsa:10381
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,15,TUBB4A,10382,https://www.kegg.jp/entry/hsa:10382
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,16,TUBB4B,10383,https://www.kegg.jp/entry/hsa:10383
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,17,TUBB6,84617,https://www.kegg.jp/entry/hsa:84617
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,18,TUBB8,347688,https://www.kegg.jp/entry/hsa:347688
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,1,DCTN1,1639,https://www.kegg.jp/entry/hsa:1639
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,2,DCTN2,10540,https://www.kegg.jp/entry/hsa:10540
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,3,DCTN3,11258,https://www.kegg.jp/entry/hsa:11258
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,4,DCTN4,51164,https://www.kegg.jp/entry/hsa:51164
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,5,DCTN5,84516,https://www.kegg.jp/entry/hsa:84516
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,6,DCTN6,10671,https://www.kegg.jp/entry/hsa:10671
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,7,ACTR1A,10121,https://www.kegg.jp/entry/hsa:10121
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,8,ACTR1B,10120,https://www.kegg.jp/entry/hsa:10120
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,9,ACTR10,55860,https://www.kegg.jp/entry/hsa:55860
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,10,DNAH1,25981,https://www.kegg.jp/entry/hsa:25981
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,11,DNAH2,146754,https://www.kegg.jp/entry/hsa:146754
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,12,DNAH3,55567,https://www.kegg.jp/entry/hsa:55567
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,13,DNAH5,1767,https://www.kegg.jp/entry/hsa:1767
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,14,DNAH6,1768,https://www.kegg.jp/entry/hsa:1768
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,15,DNAH7,56171,https://www.kegg.jp/entry/hsa:56171
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,16,DNAH8,1769,https://www.kegg.jp/entry/hsa:1769
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,17,DNAH9,1770,https://www.kegg.jp/entry/hsa:1770
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,18,DNAH10,196385,https://www.kegg.jp/entry/hsa:196385
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,19,DNAH11,8701,https://www.kegg.jp/entry/hsa:8701
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,20,DNAH12,201625,https://www.kegg.jp/entry/hsa:201625
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,21,DNAH17,8632,https://www.kegg.jp/entry/hsa:8632
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,22,DNAI1,27019,https://www.kegg.jp/entry/hsa:27019
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,23,DNAI2,64446,https://www.kegg.jp/entry/hsa:64446
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,24,DNALI1,7802,https://www.kegg.jp/entry/hsa:7802
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,25,DNAL1,83544,https://www.kegg.jp/entry/hsa:83544
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,26,DNAL4,10126,https://www.kegg.jp/entry/hsa:10126
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,27,TUBA4A,7277,https://www.kegg.jp/entry/hsa:7277
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant PFN1 to actin polymerization,1,ACTB,60,https://www.kegg.jp/entry/hsa:60
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant PFN1 to actin polymerization,2,ACTG1,71,https://www.kegg.jp/entry/hsa:71
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant PFN1 to actin polymerization,3,PFN1,5216,https://www.kegg.jp/entry/hsa:5216
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to TDP-43-regulated splicing,1,TARDBP,23435,https://www.kegg.jp/entry/hsa:23435
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant FUS to FUS-regulated splicing,1,FUS,2521,https://www.kegg.jp/entry/hsa:2521
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,1,NCBP1,4686,https://www.kegg.jp/entry/hsa:4686
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,2,ALYREF,10189,https://www.kegg.jp/entry/hsa:10189
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,3,SRSF3,6428,https://www.kegg.jp/entry/hsa:6428
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,4,SRSF7,6432,https://www.kegg.jp/entry/hsa:6432
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,5,NXF1,10482,https://www.kegg.jp/entry/hsa:10482
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,6,NXT1,29107,https://www.kegg.jp/entry/hsa:29107
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,7,NXT2,55916,https://www.kegg.jp/entry/hsa:55916
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,8,SEH1L,81929,https://www.kegg.jp/entry/hsa:81929
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,9,NUP133,55746,https://www.kegg.jp/entry/hsa:55746
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,10,NUP107,57122,https://www.kegg.jp/entry/hsa:57122
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,11,NUP37,79023,https://www.kegg.jp/entry/hsa:79023
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,12,NUP160,23279,https://www.kegg.jp/entry/hsa:23279
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,13,NUP85,79902,https://www.kegg.jp/entry/hsa:79902
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,14,NUP43,348995,https://www.kegg.jp/entry/hsa:348995
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,15,NUP62,23636,https://www.kegg.jp/entry/hsa:23636
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,16,NUP58,9818,https://www.kegg.jp/entry/hsa:9818
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,17,NUP54,53371,https://www.kegg.jp/entry/hsa:53371
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,18,NUP93,9688,https://www.kegg.jp/entry/hsa:9688
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,19,NUP205,23165,https://www.kegg.jp/entry/hsa:23165
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,20,NUP188,23511,https://www.kegg.jp/entry/hsa:23511
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,21,NUP155,9631,https://www.kegg.jp/entry/hsa:9631
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,22,NUP35,129401,https://www.kegg.jp/entry/hsa:129401
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,23,NUP210,23225,https://www.kegg.jp/entry/hsa:23225
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,24,NDC1,55706,https://www.kegg.jp/entry/hsa:55706
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,25,POM121,9883,https://www.kegg.jp/entry/hsa:9883
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,26,NUP214,8021,https://www.kegg.jp/entry/hsa:8021
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,27,NUP88,4927,https://www.kegg.jp/entry/hsa:4927
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,28,RANBP2,5903,https://www.kegg.jp/entry/hsa:5903
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,29,GLE1,2733,https://www.kegg.jp/entry/hsa:2733
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant GLE1 to nuclear export of mRNA,30,DDX19B,11269,https://www.kegg.jp/entry/hsa:11269
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,1,GRM5,2915,https://www.kegg.jp/entry/hsa:2915
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,2,GNAQ,2776,https://www.kegg.jp/entry/hsa:2776
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,3,PLCB1,23236,https://www.kegg.jp/entry/hsa:23236
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,4,PLCB2,5330,https://www.kegg.jp/entry/hsa:5330
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,5,PLCB3,5331,https://www.kegg.jp/entry/hsa:5331
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,6,PLCB4,5332,https://www.kegg.jp/entry/hsa:5332
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,7,ITPR1,3708,https://www.kegg.jp/entry/hsa:3708
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,8,ITPR2,3709,https://www.kegg.jp/entry/hsa:3709
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,9,ITPR3,3710,https://www.kegg.jp/entry/hsa:3710
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,10,HTT,3064,https://www.kegg.jp/entry/hsa:3064
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,11,MCU,90550,https://www.kegg.jp/entry/hsa:90550
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,12,VDAC1,7416,https://www.kegg.jp/entry/hsa:7416
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,13,VDAC2,7417,https://www.kegg.jp/entry/hsa:7417
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,14,VDAC3,7419,https://www.kegg.jp/entry/hsa:7419
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,15,SLC25A4,291,https://www.kegg.jp/entry/hsa:291
hsa05016,Huntington disease,Mutation-caused aberrant Htt to mGluR5-Ca2+ -apoptotic pathway,16,SLC25A5,292,https://www.kegg.jp/entry/hsa:292
